date	time	latitude	longitude	tcwv	reflectance	sza	saa	vza	vaa	am	epsilon	I0	elevation	ssrd_wm2	alpha	beta
20220817	00	-5.25	110.25	47.909	0.155	72.73	74.101	30.868	-100.293	3.368	0.977	1329.724	0.0	81.227	1.49	0.163
20220817	00	-5.25	111.0	45.952	0.047	72.003	73.965	30.12	-100.526	3.237	0.977	1329.724	0.0	68.48	1.344	0.087
20220817	00	-5.25	111.75	42.948	0.055	71.295	73.83	29.393	-100.765	3.118	0.977	1329.724		72.942	1.144	0.057
20220817	00	-5.25	112.5	40.081	0.183	70.568	73.687	28.647	-101.024	3.006	0.977	1329.724	0.0	121.653	1.022	0.063
20220817	00	-5.25	113.25	38.747	0.157	69.861	73.544	27.921	-101.29	2.904	0.977	1329.724		127.36	1.003	0.085
20220817	00	-5.25	114.0	39.011	0.07	69.135	73.394	27.176	-101.579	2.808	0.977	1329.724	0.0	162.844	0.99	0.102
20220817	00	-5.25	114.75	40.055	0.063	68.43	73.244	26.451	-101.877	2.72	0.977	1329.724	0.0	165.564	0.954	0.112
20220817	00	-5.25	115.5	41.823	0.034	67.705	73.086	25.708	-102.201	2.636	0.977	1329.724		133.564	0.929	0.111
20220817	00	-5.25	116.25	43.809	0.016	67.0	72.928	24.985	-102.535	2.559	0.977	1329.724		106.436	0.937	0.11
20220817	00	-6.0	110.25	47.292	0.272	72.934	73.881	30.99	-101.713	3.408	0.977	1329.724	0.0	65.991	1.609	0.19
20220817	00	-6.0	111.0	46.048	0.235	72.208	73.736	30.246	-101.977	3.273	0.977	1329.724	0.0	73.12	1.554	0.1
20220817	00	-6.0	111.75	43.626	0.073	71.502	73.591	29.522	-102.247	3.152	0.977	1329.724	0.0	114.311	1.364	0.031
20220817	00	-6.0	112.5	38.891	0.02	70.777	73.438	28.78	-102.54	3.037	0.977	1329.724	0.0	122.898	1.15	0.027
20220817	00	-6.0	113.25	36.114	0.067	70.072	73.285	28.058	-102.84	2.934	0.977	1329.724	0.0	115.822	1.123	0.064
20220817	00	-6.0	114.0	36.714	0.072	69.349	73.125	27.317	-103.166	2.835	0.977	1329.724	0.0	104.249	1.098	0.084
20220817	00	-6.0	114.75	38.128	0.035	68.645	72.966	26.597	-103.501	2.746	0.977	1329.724	0.0	167.289	1.022	0.095
20220817	00	-6.0	115.5	39.313	0.025	67.922	72.797	25.859	-103.866	2.661	0.977	1329.724	0.0	177.422	0.935	0.094
20220817	00	-6.0	116.25	40.843	0.03	67.22	72.63	25.141	-104.243	2.583	0.977	1329.724	0.0	168.996	0.852	0.094
20220817	00	-6.75	110.25	38.61	0.028	73.147	73.659	31.131	-103.161	3.449	0.977	1329.724	0.0	96.338	1.59	0.145
20220817	00	-6.75	111.0	40.528	0.038	72.423	73.503	30.391	-103.455	3.311	0.977	1329.724	36.0	115.449	1.62	0.132
20220817	00	-6.75	111.75	41.19	0.038	71.718	73.348	29.672	-103.756	3.188	0.977	1329.724	0.0	108.107	1.648	0.08
20220817	00	-6.75	112.5	37.194	0.035	70.996	73.185	28.934	-104.082	3.071	0.977	1329.724	0.0	124.693	1.432	0.03
20220817	00	-6.75	113.25	34.825	0.024	70.292	73.023	28.217	-104.416	2.965	0.977	1329.724	0.0	136.676	1.321	0.049
20220817	00	-6.75	114.0	36.489	0.02	69.571	72.853	27.481	-104.778	2.865	0.977	1329.724	0.0	138.596	1.317	0.078
20220817	00	-6.75	114.75	38.686	0.018	68.869	72.683	26.767	-105.152	2.774	0.977	1329.724	0.0	123.822	1.235	0.096
20220817	00	-6.75	115.5	39.499	0.02	68.149	72.505	26.034	-105.557	2.687	0.977	1329.724	0.0	173.653	1.131	0.092
20220817	00	-6.75	116.25	40.993	0.032	67.448	72.327	25.321	-105.975	2.607	0.977	1329.724	0.0	174.133	0.989	0.089
20220817	00	-7.5	110.25	29.145	0.074	73.356	73.445	31.283	-104.558	3.491	0.977	1329.724	340.0	87.662	1.397	0.088
20220817	00	-7.5	111.0	30.833	0.03	72.634	73.28	30.548	-104.881	3.35	0.977	1329.724	158.0	107.627	1.525	0.075
20220817	00	-7.5	111.75	33.419	0.023	71.932	73.116	29.834	-105.211	3.224	0.977	1329.724	152.0	127.271	1.652	0.102
20220817	00	-7.5	112.5	31.13	0.032	71.211	72.943	29.101	-105.568	3.105	0.977	1329.724	27.0	125.724	1.562	0.068
20220817	00	-7.5	113.25	29.788	0.016	70.51	72.771	28.389	-105.934	2.997	0.977	1329.724	0.0	148.16	1.394	0.064
20220817	00	-7.5	114.0	32.475	0.015	69.791	72.591	27.659	-106.331	2.895	0.977	1329.724	0.0	152.498	1.361	0.087
20220817	00	-7.5	114.75	38.386	0.155	69.091	72.412	26.949	-106.739	2.802	0.977	1329.724	0.0	135.484	1.366	0.108
20220817	00	-7.5	115.5	39.647	0.034	68.373	72.224	26.222	-107.182	2.713	0.977	1329.724	0.0	136.462	1.291	0.106
20220817	00	-7.5	116.25	40.63	0.053	67.675	72.036	25.516	-107.638	2.633	0.977	1329.724		173.209	1.194	0.092
20220817	00	-8.25	110.25	30.055	0.035	73.574	73.229	31.456	-105.98	3.536	0.977	1329.724	0.0	88.924	1.053	0.053
20220817	00	-8.25	111.0	28.577	0.024	72.854	73.054	30.726	-106.331	3.392	0.977	1329.724	0.0	84.622	1.09	0.037
20220817	00	-8.25	111.75	27.075	0.144	72.154	72.88	30.016	-106.69	3.263	0.977	1329.724	179.0	119.396	1.155	0.031
20220817	00	-8.25	112.5	25.343	0.044	71.436	72.698	29.289	-107.077	3.141	0.977	1329.724	450.0	139.591	1.195	0.041
20220817	00	-8.25	113.25	24.546	0.024	70.737	72.516	28.583	-107.475	3.031	0.977	1329.724	5.0	138.809	1.29	0.076
20220817	00	-8.25	114.0	26.887	0.052	70.02	72.326	27.859	-107.905	2.927	0.977	1329.724	520.0	126.009	1.298	0.096
20220817	00	-8.25	114.75	33.192	0.126	69.322	72.137	27.155	-108.347	2.832	0.977	1329.724	685.0	150.098	1.346	0.119
20220817	00	-8.25	115.5	34.772	0.032	68.607	71.939	26.435	-108.827	2.742	0.977	1329.724	307.0	153.813	1.389	0.118
20220817	00	-8.25	116.25	35.075	0.091	67.911	71.741	25.736	-109.321	2.659	0.977	1329.724	0.0	156.302	1.329	0.094
20220817	00	-9.0	110.25	31.38	0.02	73.789	73.022	31.639	-107.351	3.582	0.977	1329.724		94.4	0.89	0.057
20220817	00	-9.0	111.0	30.8	0.031	73.071	72.837	30.914	-107.728	3.434	0.977	1329.724		91.324	0.869	0.049
20220817	00	-9.0	111.75	29.52	0.05	72.373	72.654	30.21	-108.113	3.302	0.977	1329.724		113.262	0.877	0.043
20220817	00	-9.0	112.5	28.175	0.02	71.657	72.462	29.489	-108.53	3.178	0.977	1329.724		127.2	0.86	0.05
20220817	00	-9.0	113.25	27.288	0.028	70.961	72.271	28.788	-108.956	3.065	0.977	1329.724		137.316	0.9	0.066
20220817	00	-9.0	114.0	27.792	0.016	70.246	72.072	28.07	-109.417	2.959	0.977	1329.724		130.062	1.052	0.09
20220817	00	-9.0	114.75	30.647	0.09	69.551	71.873	27.373	-109.891	2.862	0.977	1329.724		127.804	1.175	0.108
20220817	00	-9.0	115.5	31.839	0.054	68.838	71.665	26.66	-110.405	2.77	0.977	1329.724		132.018	1.268	0.111
20220817	00	-9.0	116.25	32.19	0.106	68.145	71.458	25.967	-110.933	2.686	0.977	1329.724		139.413	1.298	0.098
20220817	03	-5.25	110.25	47.195	0.029	31.725	53.62	30.868	-100.293	1.176	0.977	1329.724	0.0	605.227	1.462	0.109
20220817	03	-5.25	111.0	45.978	0.015	31.119	52.809	30.12	-100.526	1.168	0.977	1329.724	0.0	479.591	1.284	0.065
20220817	03	-5.25	111.75	43.91	0.013	30.535	51.987	29.393	-100.765	1.161	0.977	1329.724		634.08	1.094	0.063
20220817	03	-5.25	112.5	41.435	0.019	29.942	51.11	28.647	-101.024	1.154	0.977	1329.724	0.0	751.093	1.021	0.081
20220817	03	-5.25	113.25	40.639	0.018	29.372	50.222	27.921	-101.29	1.148	0.977	1329.724		752.32	1.004	0.096
20220817	03	-5.25	114.0	42.017	0.036	28.794	49.273	27.176	-101.579	1.141	0.977	1329.724	0.0	756.836	0.979	0.105
20220817	03	-5.25	114.75	43.564	0.014	28.24	48.312	26.451	-101.877	1.135	0.977	1329.724	0.0	746.364	0.94	0.108
20220817	03	-5.25	115.5	45.223	0.037	27.679	47.284	25.708	-102.201	1.129	0.977	1329.724		596.996	0.913	0.108
20220817	03	-5.25	116.25	46.574	0.011	27.142	46.243	24.985	-102.535	1.124	0.977	1329.724		536.693	0.934	0.104
20220817	03	-6.0	110.25	46.58	0.04	32.169	52.671	30.99	-101.713	1.181	0.977	1329.724	0.0	666.613	1.629	0.147
20220817	03	-6.0	111.0	45.326	0.078	31.571	51.847	30.246	-101.977	1.174	0.977	1329.724	0.0	595.591	1.595	0.079
20220817	03	-6.0	111.75	42.6	0.033	30.995	51.014	29.522	-102.247	1.167	0.977	1329.724	0.0	621.191	1.481	0.053
20220817	03	-6.0	112.5	39.357	0.012	30.412	50.126	28.78	-102.54	1.16	0.977	1329.724	0.0	694.098	1.253	0.061
20220817	03	-6.0	113.25	38.363	0.01	29.85	49.229	28.058	-102.84	1.153	0.977	1329.724	0.0	691.467	1.156	0.083
20220817	03	-6.0	114.0	39.726	0.01	29.282	48.271	27.317	-103.166	1.146	0.977	1329.724	0.0	672.996	1.098	0.095
20220817	03	-6.0	114.75	41.189	0.01	28.737	47.301	26.597	-103.501	1.14	0.977	1329.724	0.0	674.453	1.0	0.095
20220817	03	-6.0	115.5	42.387	0.009	28.186	46.267	25.859	-103.866	1.135	0.977	1329.724	0.0	680.96	0.896	0.092
20220817	03	-6.0	116.25	43.389	0.01	27.659	45.221	25.141	-104.243	1.129	0.977	1329.724	0.0	718.418	0.821	0.089
20220817	03	-6.75	110.25	38.279	0.015	32.634	51.724	31.131	-103.161	1.187	0.977	1329.724	0.0	681.156	1.633	0.137
20220817	03	-6.75	111.0	39.912	0.023	32.045	50.89	30.391	-103.455	1.18	0.977	1329.724	36.0	695.236	1.669	0.118
20220817	03	-6.75	111.75	39.342	0.023	31.479	50.047	29.672	-103.756	1.173	0.977	1329.724	0.0	713.884	1.682	0.099
20220817	03	-6.75	112.5	36.465	0.011	30.904	49.149	28.934	-104.082	1.165	0.977	1329.724	0.0	723.449	1.549	0.07
20220817	03	-6.75	113.25	36.998	0.029	30.352	48.243	28.217	-104.416	1.159	0.977	1329.724	0.0	732.213	1.355	0.08
20220817	03	-6.75	114.0	39.92	0.151	29.793	47.277	27.481	-104.778	1.152	0.977	1329.724	0.0	583.751	1.306	0.096
20220817	03	-6.75	114.75	41.635	0.009	29.257	46.302	26.767	-105.152	1.146	0.977	1329.724	0.0	581.689	1.21	0.102
20220817	03	-6.75	115.5	42.498	0.01	28.716	45.262	26.034	-105.557	1.14	0.977	1329.724	0.0	724.729	1.095	0.089
20220817	03	-6.75	116.25	44.062	0.008	28.199	44.212	25.321	-105.975	1.135	0.977	1329.724	0.0	752.373	0.951	0.087
20220817	03	-7.5	110.25	28.629	0.044	33.097	50.831	31.283	-104.558	1.194	0.977	1329.724	340.0	705.12	1.454	0.076
20220817	03	-7.5	111.0	30.387	0.022	32.517	49.986	30.548	-104.881	1.186	0.977	1329.724	158.0	618.507	1.562	0.075
20220817	03	-7.5	111.75	32.555	0.016	31.958	49.135	29.834	-105.211	1.179	0.977	1329.724	152.0	692.32	1.65	0.092
20220817	03	-7.5	112.5	30.615	0.039	31.392	48.23	29.101	-105.568	1.171	0.977	1329.724	27.0	729.28	1.59	0.085
20220817	03	-7.5	113.25	31.369	0.008	30.849	47.316	28.389	-105.934	1.165	0.977	1329.724	0.0	776.249	1.413	0.081
20220817	03	-7.5	114.0	36.107	0.071	30.299	46.344	27.659	-106.331	1.158	0.977	1329.724	0.0	778.702	1.366	0.096
20220817	03	-7.5	114.75	40.699	0.018	29.773	45.364	26.949	-106.739	1.152	0.977	1329.724	0.0	657.333	1.351	0.11
20220817	03	-7.5	115.5	41.31	0.011	29.242	44.321	26.222	-107.182	1.146	0.977	1329.724	0.0	696.16	1.272	0.098
20220817	03	-7.5	116.25	43.031	0.01	28.734	43.268	25.516	-107.638	1.14	0.977	1329.724		695.36	1.159	0.082
20220817	03	-8.25	110.25	28.963	0.01	33.582	49.941	31.456	-105.98	1.2	0.977	1329.724	0.0	681.564	1.021	0.044
20220817	03	-8.25	111.0	28.23	0.011	33.01	49.088	30.726	-106.331	1.192	0.977	1329.724	0.0	615.218	1.059	0.038
20220817	03	-8.25	111.75	26.379	0.094	32.46	48.229	30.016	-106.69	1.185	0.977	1329.724	179.0	567.52	1.117	0.041
20220817	03	-8.25	112.5	24.848	0.024	31.903	47.317	29.289	-107.077	1.178	0.977	1329.724	450.0	737.138	1.197	0.055
20220817	03	-8.25	113.25	25.697	0.019	31.369	46.397	28.583	-107.475	1.171	0.977	1329.724	5.0	751.342	1.293	0.081
20220817	03	-8.25	114.0	29.883	0.125	30.829	45.42	27.859	-107.905	1.165	0.977	1329.724	520.0	764.942	1.32	0.105
20220817	03	-8.25	114.75	35.07	0.09	30.311	44.436	27.155	-108.347	1.158	0.977	1329.724	685.0	722.933	1.345	0.119
20220817	03	-8.25	115.5	35.769	0.036	29.79	43.391	26.435	-108.827	1.152	0.977	1329.724	307.0	698.116	1.362	0.103
20220817	03	-8.25	116.25	36.973	0.019	29.291	42.337	25.736	-109.321	1.147	0.977	1329.724	0.0	721.067	1.289	0.079
20220817	03	-9.0	110.25	30.863	0.008	34.062	49.1	31.639	-107.351	1.207	0.977	1329.724		704.267	0.808	0.055
20220817	03	-9.0	111.0	29.564	0.073	33.499	48.24	30.914	-107.728	1.199	0.977	1329.724		720.444	0.8	0.054
20220817	03	-9.0	111.75	27.84	0.013	32.957	47.375	30.21	-108.113	1.192	0.977	1329.724		737.173	0.835	0.053
20220817	03	-9.0	112.5	26.666	0.008	32.409	46.457	29.489	-108.53	1.184	0.977	1329.724		728.124	0.866	0.063
20220817	03	-9.0	113.25	27.223	0.012	31.883	45.533	28.788	-108.956	1.178	0.977	1329.724		733.316	0.969	0.079
20220817	03	-9.0	114.0	29.73	0.022	31.352	44.553	28.07	-109.417	1.171	0.977	1329.724		682.827	1.109	0.101
20220817	03	-9.0	114.75	32.81	0.055	30.844	43.566	27.373	-109.891	1.165	0.977	1329.724		614.471	1.2	0.111
20220817	03	-9.0	115.5	33.162	0.047	30.331	42.519	26.66	-110.405	1.159	0.977	1329.724		599.324	1.244	0.097
20220817	03	-9.0	116.25	33.185	0.012	29.842	41.466	25.967	-110.933	1.153	0.977	1329.724		723.947	1.269	0.079
20220817	06	-5.25	110.25	45.405	0.02	26.687	314.566	30.868	-100.293	1.119	0.977	1329.724	0.0	631.822	1.423	0.075
20220817	06	-5.25	111.0	44.106	0.054	27.232	313.462	30.12	-100.526	1.125	0.977	1329.724	0.0	717.618	1.261	0.064
20220817	06	-5.25	111.75	42.811	0.027	27.771	312.43	29.393	-100.765	1.13	0.977	1329.724		662.969	1.116	0.076
20220817	06	-5.25	112.5	41.811	0.01	28.334	311.412	28.647	-101.024	1.136	0.977	1329.724	0.0	624.498	1.041	0.095
20220817	06	-5.25	113.25	42.45	0.01	28.891	310.459	27.921	-101.29	1.142	0.977	1329.724		763.538	1.017	0.102
20220817	06	-5.25	114.0	44.497	0.011	29.471	309.518	27.176	-101.579	1.149	0.977	1329.724	0.0	830.809	0.974	0.107
20220817	06	-5.25	114.75	46.606	0.012	30.043	308.638	26.451	-101.877	1.155	0.977	1329.724	0.0	791.164	0.921	0.107
20220817	06	-5.25	115.5	47.911	0.013	30.638	307.768	25.708	-102.201	1.162	0.977	1329.724		699.022	0.897	0.104
20220817	06	-5.25	116.25	48.02	0.05	31.223	306.954	24.985	-102.535	1.169	0.977	1329.724		642.756	0.909	0.096
20220817	06	-6.0	110.25	44.983	0.012	27.211	315.594	30.99	-101.713	1.124	0.977	1329.724	0.0	781.333	1.652	0.108
20220817	06	-6.0	111.0	43.829	0.011	27.746	314.486	30.246	-101.977	1.13	0.977	1329.724	0.0	845.529	1.597	0.079
20220817	06	-6.0	111.75	41.577	0.018	28.275	313.448	29.522	-102.247	1.135	0.977	1329.724	0.0	811.396	1.461	0.073
20220817	06	-6.0	112.5	39.725	0.013	28.829	312.422	28.78	-102.54	1.141	0.977	1329.724	0.0	816.818	1.25	0.079
20220817	06	-6.0	113.25	40.288	0.01	29.376	311.461	28.058	-102.84	1.148	0.977	1329.724	0.0	773.298	1.162	0.092
20220817	06	-6.0	114.0	42.209	0.01	29.947	310.511	27.317	-103.166	1.154	0.977	1329.724	0.0	828.107	1.088	0.097
20220817	06	-6.0	114.75	43.999	0.013	30.51	309.621	26.597	-103.501	1.161	0.977	1329.724	0.0	787.004	0.974	0.092
20220817	06	-6.0	115.5	44.856	0.015	31.096	308.74	25.859	-103.866	1.168	0.977	1329.724	0.0	793.6	0.87	0.087
20220817	06	-6.0	116.25	44.92	0.016	31.673	307.915	25.141	-104.243	1.175	0.977	1329.724	0.0	773.884	0.803	0.086
20220817	06	-6.75	110.25	38.741	0.012	27.759	316.607	31.131	-103.161	1.13	0.977	1329.724	0.0	821.404	1.669	0.135
20220817	06	-6.75	111.0	40.36	0.021	28.283	315.496	30.391	-103.455	1.136	0.977	1329.724	36.0	853.991	1.686	0.122
20220817	06	-6.75	111.75	38.981	0.02	28.803	314.454	29.672	-103.756	1.141	0.977	1329.724	0.0	866.276	1.658	0.1
20220817	06	-6.75	112.5	37.631	0.014	29.346	313.423	28.934	-104.082	1.147	0.977	1329.724	0.0	798.507	1.512	0.092
20220817	06	-6.75	113.25	40.03	0.012	29.884	312.455	28.217	-104.416	1.153	0.977	1329.724	0.0	762.827	1.339	0.089
20220817	06	-6.75	114.0	42.67	0.01	30.445	311.497	27.481	-104.778	1.16	0.977	1329.724	0.0	776.604	1.268	0.096
20220817	06	-6.75	114.75	43.985	0.027	31.0	310.598	26.767	-105.152	1.167	0.977	1329.724	0.0	834.151	1.167	0.095
20220817	06	-6.75	115.5	45.09	0.01	31.577	309.707	26.034	-105.557	1.174	0.977	1329.724	0.0	817.547	1.043	0.082
20220817	06	-6.75	116.25	45.883	0.009	32.145	308.872	25.321	-105.975	1.181	0.977	1329.724	0.0	744.409	0.926	0.081
20220817	06	-7.5	110.25	29.54	0.015	28.301	317.553	31.283	-104.558	1.136	0.977	1329.724	340.0	742.72	1.506	0.074
20220817	06	-7.5	111.0	31.586	0.02	28.815	316.442	30.548	-104.881	1.141	0.977	1329.724	158.0	806.133	1.592	0.081
20220817	06	-7.5	111.75	34.014	0.022	29.325	315.397	29.834	-105.211	1.147	0.977	1329.724	152.0	749.333	1.66	0.11
20220817	06	-7.5	112.5	33.047	0.08	29.859	314.362	29.101	-105.568	1.153	0.977	1329.724	27.0	872.124	1.642	0.129
20220817	06	-7.5	113.25	35.127	0.012	30.388	313.389	28.389	-105.934	1.159	0.977	1329.724	0.0	855.68	1.452	0.103
20220817	06	-7.5	114.0	39.377	0.008	30.94	312.424	27.659	-106.331	1.166	0.977	1329.724	0.0	806.791	1.361	0.101
20220817	06	-7.5	114.75	42.409	0.008	31.486	311.518	26.949	-106.739	1.173	0.977	1329.724	0.0	767.271	1.31	0.1
20220817	06	-7.5	115.5	42.993	0.015	32.054	310.619	26.222	-107.182	1.18	0.977	1329.724	0.0	813.298	1.209	0.088
20220817	06	-7.5	116.25	45.237	0.011	32.614	309.774	25.516	-107.638	1.187	0.977	1329.724		794.56	1.08	0.073
20220817	06	-8.25	110.25	28.274	0.008	28.866	318.487	31.456	-105.98	1.142	0.977	1329.724	0.0	667.556	0.999	0.043
20220817	06	-8.25	111.0	28.092	0.033	29.37	317.375	30.726	-106.331	1.147	0.977	1329.724	0.0	754.702	1.063	0.042
20220817	06	-8.25	111.75	26.924	0.089	29.871	316.329	30.016	-106.69	1.153	0.977	1329.724	179.0	700.676	1.142	0.051
20220817	06	-8.25	112.5	27.061	0.019	30.395	315.29	29.289	-107.077	1.159	0.977	1329.724	450.0	802.56	1.256	0.08
20220817	06	-8.25	113.25	29.729	0.023	30.915	314.313	28.583	-107.475	1.166	0.977	1329.724	5.0	746.382	1.329	0.116
20220817	06	-8.25	114.0	32.93	0.123	31.457	313.344	27.859	-107.905	1.172	0.977	1329.724	520.0	706.08	1.334	0.113
20220817	06	-8.25	114.75	36.926	0.063	31.994	312.431	27.155	-108.347	1.179	0.977	1329.724	685.0	739.662	1.337	0.104
20220817	06	-8.25	115.5	37.381	0.011	32.553	311.525	26.435	-108.827	1.186	0.977	1329.724	307.0	736.996	1.314	0.089
20220817	06	-8.25	116.25	40.002	0.14	33.105	310.673	25.736	-109.321	1.194	0.977	1329.724	0.0	810.56	1.234	0.07
20220817	06	-9.0	110.25	29.188	0.007	29.424	319.359	31.639	-107.351	1.148	0.977	1329.724		863.662	0.776	0.054
20220817	06	-9.0	111.0	27.432	0.071	29.918	318.248	30.914	-107.728	1.154	0.977	1329.724		859.644	0.795	0.057
20220817	06	-9.0	111.75	26.391	0.009	30.41	317.202	30.21	-108.113	1.16	0.977	1329.724		870.4	0.852	0.062
20220817	06	-9.0	112.5	27.118	0.009	30.925	316.162	29.489	-108.53	1.166	0.977	1329.724		829.564	0.937	0.073
20220817	06	-9.0	113.25	30.219	0.008	31.436	315.182	28.788	-108.956	1.172	0.977	1329.724		795.644	1.056	0.09
20220817	06	-9.0	114.0	33.247	0.011	31.969	314.208	28.07	-109.417	1.179	0.977	1329.724		783.218	1.161	0.103
20220817	06	-9.0	114.75	35.268	0.01	32.497	313.291	27.373	-109.891	1.186	0.977	1329.724		787.556	1.231	0.104
20220817	06	-9.0	115.5	35.391	0.008	33.048	312.379	26.66	-110.405	1.193	0.977	1329.724		700.604	1.238	0.086
20220817	06	-9.0	116.25	35.981	0.009	33.592	311.52	25.967	-110.933	1.2	0.977	1329.724		767.307	1.252	0.072
20220817	09	-5.25	110.25	44.496	0.077	66.406	287.075	30.868	-100.293	2.498	0.977	1329.724	0.0	401.6	1.385	0.07
20220817	09	-5.25	111.0	42.671	0.025	67.129	286.91	30.12	-100.526	2.573	0.977	1329.724	0.0	381.44	1.243	0.067
20220817	09	-5.25	111.75	40.867	0.025	67.835	286.754	29.393	-100.765	2.651	0.977	1329.724		351.022	1.116	0.077
20220817	09	-5.25	112.5	41.084	0.023	68.56	286.597	28.647	-101.024	2.736	0.977	1329.724	0.0	384.356	1.069	0.091
20220817	09	-5.25	113.25	43.066	0.012	69.266	286.448	27.921	-101.29	2.825	0.977	1329.724		361.636	1.028	0.095
20220817	09	-5.25	114.0	45.681	0.065	69.992	286.299	27.176	-101.579	2.923	0.977	1329.724	0.0	360.018	0.967	0.099
20220817	09	-5.25	114.75	47.511	0.038	70.7	286.158	26.451	-101.877	3.026	0.977	1329.724	0.0	339.413	0.914	0.096
20220817	09	-5.25	115.5	48.306	0.023	71.427	286.016	25.708	-102.201	3.14	0.977	1329.724		335.964	0.886	0.093
20220817	09	-5.25	116.25	47.738	0.022	72.136	285.882	24.985	-102.535	3.26	0.977	1329.724		309.209	0.89	0.09
20220817	09	-6.0	110.25	43.97	0.029	66.625	287.382	30.99	-101.713	2.52	0.977	1329.724	0.0	431.431	1.637	0.088
20220817	09	-6.0	111.0	42.558	0.031	67.347	287.207	30.246	-101.977	2.596	0.977	1329.724	0.0	385.902	1.561	0.075
20220817	09	-6.0	111.75	40.054	0.021	68.05	287.041	29.522	-102.247	2.675	0.977	1329.724	0.0	393.156	1.391	0.069
20220817	09	-6.0	112.5	39.132	0.016	68.773	286.874	28.78	-102.54	2.762	0.977	1329.724	0.0	377.6	1.238	0.073
20220817	09	-6.0	113.25	40.345	0.015	69.477	286.715	28.058	-102.84	2.852	0.977	1329.724	0.0	353.387	1.139	0.082
20220817	09	-6.0	114.0	43.22	0.041	70.202	286.556	27.317	-103.166	2.952	0.977	1329.724	0.0	328.462	1.072	0.086
20220817	09	-6.0	114.75	45.343	0.016	70.907	286.405	26.597	-103.501	3.057	0.977	1329.724	0.0	316.089	0.967	0.086
20220817	09	-6.0	115.5	45.835	0.033	71.633	286.254	25.859	-103.866	3.174	0.977	1329.724	0.0	273.564	0.861	0.083
20220817	09	-6.0	116.25	45.142	0.021	72.34	286.11	25.141	-104.243	3.296	0.977	1329.724	0.0	335.307	0.814	0.082
20220817	09	-6.75	110.25	40.683	0.027	66.854	287.693	31.131	-103.161	2.544	0.977	1329.724	0.0	345.564	1.677	0.141
20220817	09	-6.75	111.0	41.242	0.026	67.573	287.508	30.391	-103.455	2.621	0.977	1329.724	36.0	392.853	1.679	0.123
20220817	09	-6.75	111.75	40.046	0.035	68.274	287.332	29.672	-103.756	2.702	0.977	1329.724	0.0	360.302	1.63	0.111
